,accuracy,recall,precision,f1
3000rf,0.6654761904761904,0.2683996206806223,0.49032614492074844,0.28476449980037616
3000Kn,0.5993386243386244,0.2996263256183367,0.4334104473838765,0.32098015573540195
3000dt5,0.6463624338624339,0.29199762276953267,0.34389332322188904,0.2921060205400061
3000dt8,0.6671957671957672,0.3561270689090555,0.46766837387609955,0.38053683840545927
